generator,paper_id,folder,paper_file,tables_file,n_tables
gpt4o,generated_paper_545,gpt4o/generated_paper_545,gpt4o/generated_paper_545/paper.tex,gpt4o/generated_paper_545/extracted_tables.json,3
gpt4o,generated_paper_546,gpt4o/generated_paper_546,gpt4o/generated_paper_546/paper.tex,gpt4o/generated_paper_546/extracted_tables.json,2
gpt4o,generated_paper_547,gpt4o/generated_paper_547,gpt4o/generated_paper_547/paper.tex,gpt4o/generated_paper_547/extracted_tables.json,3
gpt4o,generated_paper_548,gpt4o/generated_paper_548,gpt4o/generated_paper_548/paper.tex,gpt4o/generated_paper_548/extracted_tables.json,2
gpt4o,generated_paper_549,gpt4o/generated_paper_549,gpt4o/generated_paper_549/paper.tex,gpt4o/generated_paper_549/extracted_tables.json,2
gpt4o,generated_paper_54,gpt4o/generated_paper_54,gpt4o/generated_paper_54/paper.tex,gpt4o/generated_paper_54/extracted_tables.json,3
gpt4o,generated_paper_550,gpt4o/generated_paper_550,gpt4o/generated_paper_550/paper.tex,gpt4o/generated_paper_550/extracted_tables.json,3
gpt4o,generated_paper_551,gpt4o/generated_paper_551,gpt4o/generated_paper_551/paper.tex,gpt4o/generated_paper_551/extracted_tables.json,3
gpt4o,generated_paper_552,gpt4o/generated_paper_552,gpt4o/generated_paper_552/paper.tex,gpt4o/generated_paper_552/extracted_tables.json,3
gpt4o,generated_paper_553,gpt4o/generated_paper_553,gpt4o/generated_paper_553/paper.tex,gpt4o/generated_paper_553/extracted_tables.json,2
gpt4o,generated_paper_554,gpt4o/generated_paper_554,gpt4o/generated_paper_554/paper.tex,gpt4o/generated_paper_554/extracted_tables.json,2
gpt4o,generated_paper_555,gpt4o/generated_paper_555,gpt4o/generated_paper_555/paper.tex,gpt4o/generated_paper_555/extracted_tables.json,3
gpt4o,generated_paper_556,gpt4o/generated_paper_556,gpt4o/generated_paper_556/paper.tex,gpt4o/generated_paper_556/extracted_tables.json,2
gpt4o,generated_paper_557,gpt4o/generated_paper_557,gpt4o/generated_paper_557/paper.tex,gpt4o/generated_paper_557/extracted_tables.json,2
gpt4o,generated_paper_558,gpt4o/generated_paper_558,gpt4o/generated_paper_558/paper.tex,gpt4o/generated_paper_558/extracted_tables.json,2
gpt4o,generated_paper_559,gpt4o/generated_paper_559,gpt4o/generated_paper_559/paper.tex,gpt4o/generated_paper_559/extracted_tables.json,3
gpt4o,generated_paper_55,gpt4o/generated_paper_55,gpt4o/generated_paper_55/paper.tex,gpt4o/generated_paper_55/extracted_tables.json,1
gpt4o,generated_paper_560,gpt4o/generated_paper_560,gpt4o/generated_paper_560/paper.tex,gpt4o/generated_paper_560/extracted_tables.json,2
gpt4o,generated_paper_561,gpt4o/generated_paper_561,gpt4o/generated_paper_561/paper.tex,gpt4o/generated_paper_561/extracted_tables.json,1
gpt4o,generated_paper_562,gpt4o/generated_paper_562,gpt4o/generated_paper_562/paper.tex,gpt4o/generated_paper_562/extracted_tables.json,3
gpt4o,generated_paper_563,gpt4o/generated_paper_563,gpt4o/generated_paper_563/paper.tex,gpt4o/generated_paper_563/extracted_tables.json,2
gpt4o,generated_paper_564,gpt4o/generated_paper_564,gpt4o/generated_paper_564/paper.tex,gpt4o/generated_paper_564/extracted_tables.json,2
gpt4o,generated_paper_565,gpt4o/generated_paper_565,gpt4o/generated_paper_565/paper.tex,gpt4o/generated_paper_565/extracted_tables.json,2
gpt4o,generated_paper_566,gpt4o/generated_paper_566,gpt4o/generated_paper_566/paper.tex,gpt4o/generated_paper_566/extracted_tables.json,3
gpt4o,generated_paper_567,gpt4o/generated_paper_567,gpt4o/generated_paper_567/paper.tex,gpt4o/generated_paper_567/extracted_tables.json,1
gpt4o,generated_paper_568,gpt4o/generated_paper_568,gpt4o/generated_paper_568/paper.tex,gpt4o/generated_paper_568/extracted_tables.json,3
gpt4o,generated_paper_569,gpt4o/generated_paper_569,gpt4o/generated_paper_569/paper.tex,gpt4o/generated_paper_569/extracted_tables.json,1
gpt4o,generated_paper_56,gpt4o/generated_paper_56,gpt4o/generated_paper_56/paper.tex,gpt4o/generated_paper_56/extracted_tables.json,1
gpt4o,generated_paper_570,gpt4o/generated_paper_570,gpt4o/generated_paper_570/paper.tex,gpt4o/generated_paper_570/extracted_tables.json,1
gpt4o,generated_paper_571,gpt4o/generated_paper_571,gpt4o/generated_paper_571/paper.tex,gpt4o/generated_paper_571/extracted_tables.json,3
gpt4o,generated_paper_572,gpt4o/generated_paper_572,gpt4o/generated_paper_572/paper.tex,gpt4o/generated_paper_572/extracted_tables.json,2
gpt4o,generated_paper_573,gpt4o/generated_paper_573,gpt4o/generated_paper_573/paper.tex,gpt4o/generated_paper_573/extracted_tables.json,1
gpt4o,generated_paper_574,gpt4o/generated_paper_574,gpt4o/generated_paper_574/paper.tex,gpt4o/generated_paper_574/extracted_tables.json,1
gpt4o,generated_paper_575,gpt4o/generated_paper_575,gpt4o/generated_paper_575/paper.tex,gpt4o/generated_paper_575/extracted_tables.json,3
gpt4o,generated_paper_576,gpt4o/generated_paper_576,gpt4o/generated_paper_576/paper.tex,gpt4o/generated_paper_576/extracted_tables.json,2
gpt4o,generated_paper_577,gpt4o/generated_paper_577,gpt4o/generated_paper_577/paper.tex,gpt4o/generated_paper_577/extracted_tables.json,1
gpt4o,generated_paper_578,gpt4o/generated_paper_578,gpt4o/generated_paper_578/paper.tex,gpt4o/generated_paper_578/extracted_tables.json,2
gpt4o,generated_paper_579,gpt4o/generated_paper_579,gpt4o/generated_paper_579/paper.tex,gpt4o/generated_paper_579/extracted_tables.json,1
gpt4o,generated_paper_57,gpt4o/generated_paper_57,gpt4o/generated_paper_57/paper.tex,gpt4o/generated_paper_57/extracted_tables.json,1
gpt4o,generated_paper_580,gpt4o/generated_paper_580,gpt4o/generated_paper_580/paper.tex,gpt4o/generated_paper_580/extracted_tables.json,3
gpt4o,generated_paper_581,gpt4o/generated_paper_581,gpt4o/generated_paper_581/paper.tex,gpt4o/generated_paper_581/extracted_tables.json,2
gpt4o,generated_paper_582,gpt4o/generated_paper_582,gpt4o/generated_paper_582/paper.tex,gpt4o/generated_paper_582/extracted_tables.json,2
gpt4o,generated_paper_583,gpt4o/generated_paper_583,gpt4o/generated_paper_583/paper.tex,gpt4o/generated_paper_583/extracted_tables.json,1
gpt4o,generated_paper_584,gpt4o/generated_paper_584,gpt4o/generated_paper_584/paper.tex,gpt4o/generated_paper_584/extracted_tables.json,3
gpt4o,generated_paper_585,gpt4o/generated_paper_585,gpt4o/generated_paper_585/paper.tex,gpt4o/generated_paper_585/extracted_tables.json,3
gpt4o,generated_paper_586,gpt4o/generated_paper_586,gpt4o/generated_paper_586/paper.tex,gpt4o/generated_paper_586/extracted_tables.json,3
gpt4o,generated_paper_587,gpt4o/generated_paper_587,gpt4o/generated_paper_587/paper.tex,gpt4o/generated_paper_587/extracted_tables.json,1
gpt4o,generated_paper_588,gpt4o/generated_paper_588,gpt4o/generated_paper_588/paper.tex,gpt4o/generated_paper_588/extracted_tables.json,3
gpt4o,generated_paper_589,gpt4o/generated_paper_589,gpt4o/generated_paper_589/paper.tex,gpt4o/generated_paper_589/extracted_tables.json,2
gpt4o,generated_paper_58,gpt4o/generated_paper_58,gpt4o/generated_paper_58/paper.tex,gpt4o/generated_paper_58/extracted_tables.json,1
gpt4o,generated_paper_590,gpt4o/generated_paper_590,gpt4o/generated_paper_590/paper.tex,gpt4o/generated_paper_590/extracted_tables.json,2
gpt4o,generated_paper_591,gpt4o/generated_paper_591,gpt4o/generated_paper_591/paper.tex,gpt4o/generated_paper_591/extracted_tables.json,1
gpt4o,generated_paper_592,gpt4o/generated_paper_592,gpt4o/generated_paper_592/paper.tex,gpt4o/generated_paper_592/extracted_tables.json,2
gpt4o,generated_paper_593,gpt4o/generated_paper_593,gpt4o/generated_paper_593/paper.tex,gpt4o/generated_paper_593/extracted_tables.json,2
gpt4o,generated_paper_594,gpt4o/generated_paper_594,gpt4o/generated_paper_594/paper.tex,gpt4o/generated_paper_594/extracted_tables.json,1
gpt4o,generated_paper_595,gpt4o/generated_paper_595,gpt4o/generated_paper_595/paper.tex,gpt4o/generated_paper_595/extracted_tables.json,1
gpt4o,generated_paper_596,gpt4o/generated_paper_596,gpt4o/generated_paper_596/paper.tex,gpt4o/generated_paper_596/extracted_tables.json,2
gpt4o,generated_paper_597,gpt4o/generated_paper_597,gpt4o/generated_paper_597/paper.tex,gpt4o/generated_paper_597/extracted_tables.json,1
gpt4o,generated_paper_598,gpt4o/generated_paper_598,gpt4o/generated_paper_598/paper.tex,gpt4o/generated_paper_598/extracted_tables.json,2
gpt4o,generated_paper_599,gpt4o/generated_paper_599,gpt4o/generated_paper_599/paper.tex,gpt4o/generated_paper_599/extracted_tables.json,2
gpt4o,generated_paper_59,gpt4o/generated_paper_59,gpt4o/generated_paper_59/paper.tex,gpt4o/generated_paper_59/extracted_tables.json,1
gpt4o,generated_paper_5,gpt4o/generated_paper_5,gpt4o/generated_paper_5/paper.tex,gpt4o/generated_paper_5/extracted_tables.json,2
gpt4o,generated_paper_600,gpt4o/generated_paper_600,gpt4o/generated_paper_600/paper.tex,gpt4o/generated_paper_600/extracted_tables.json,2
gpt4o,generated_paper_601,gpt4o/generated_paper_601,gpt4o/generated_paper_601/paper.tex,gpt4o/generated_paper_601/extracted_tables.json,2
gpt4o,generated_paper_602,gpt4o/generated_paper_602,gpt4o/generated_paper_602/paper.tex,gpt4o/generated_paper_602/extracted_tables.json,2
gpt4o,generated_paper_603,gpt4o/generated_paper_603,gpt4o/generated_paper_603/paper.tex,gpt4o/generated_paper_603/extracted_tables.json,3
gpt4o,generated_paper_604,gpt4o/generated_paper_604,gpt4o/generated_paper_604/paper.tex,gpt4o/generated_paper_604/extracted_tables.json,2
gpt4o,generated_paper_605,gpt4o/generated_paper_605,gpt4o/generated_paper_605/paper.tex,gpt4o/generated_paper_605/extracted_tables.json,2
gpt4o,generated_paper_606,gpt4o/generated_paper_606,gpt4o/generated_paper_606/paper.tex,gpt4o/generated_paper_606/extracted_tables.json,2
gpt4o,generated_paper_607,gpt4o/generated_paper_607,gpt4o/generated_paper_607/paper.tex,gpt4o/generated_paper_607/extracted_tables.json,2
gpt4o,generated_paper_608,gpt4o/generated_paper_608,gpt4o/generated_paper_608/paper.tex,gpt4o/generated_paper_608/extracted_tables.json,1
gpt4o,generated_paper_609,gpt4o/generated_paper_609,gpt4o/generated_paper_609/paper.tex,gpt4o/generated_paper_609/extracted_tables.json,1
gpt4o,generated_paper_60,gpt4o/generated_paper_60,gpt4o/generated_paper_60/paper.tex,gpt4o/generated_paper_60/extracted_tables.json,3
gpt4o,generated_paper_610,gpt4o/generated_paper_610,gpt4o/generated_paper_610/paper.tex,gpt4o/generated_paper_610/extracted_tables.json,2
gpt4o,generated_paper_611,gpt4o/generated_paper_611,gpt4o/generated_paper_611/paper.tex,gpt4o/generated_paper_611/extracted_tables.json,3
gpt4o,generated_paper_612,gpt4o/generated_paper_612,gpt4o/generated_paper_612/paper.tex,gpt4o/generated_paper_612/extracted_tables.json,3
gpt4o,generated_paper_613,gpt4o/generated_paper_613,gpt4o/generated_paper_613/paper.tex,gpt4o/generated_paper_613/extracted_tables.json,3
gpt4o,generated_paper_614,gpt4o/generated_paper_614,gpt4o/generated_paper_614/paper.tex,gpt4o/generated_paper_614/extracted_tables.json,2
gpt4o,generated_paper_615,gpt4o/generated_paper_615,gpt4o/generated_paper_615/paper.tex,gpt4o/generated_paper_615/extracted_tables.json,1
gpt4o,generated_paper_616,gpt4o/generated_paper_616,gpt4o/generated_paper_616/paper.tex,gpt4o/generated_paper_616/extracted_tables.json,2
gpt4o,generated_paper_617,gpt4o/generated_paper_617,gpt4o/generated_paper_617/paper.tex,gpt4o/generated_paper_617/extracted_tables.json,2
gpt4o,generated_paper_618,gpt4o/generated_paper_618,gpt4o/generated_paper_618/paper.tex,gpt4o/generated_paper_618/extracted_tables.json,3
gpt4o,generated_paper_619,gpt4o/generated_paper_619,gpt4o/generated_paper_619/paper.tex,gpt4o/generated_paper_619/extracted_tables.json,1
gpt4o,generated_paper_61,gpt4o/generated_paper_61,gpt4o/generated_paper_61/paper.tex,gpt4o/generated_paper_61/extracted_tables.json,3
gpt4o,generated_paper_620,gpt4o/generated_paper_620,gpt4o/generated_paper_620/paper.tex,gpt4o/generated_paper_620/extracted_tables.json,3
gpt4o,generated_paper_621,gpt4o/generated_paper_621,gpt4o/generated_paper_621/paper.tex,gpt4o/generated_paper_621/extracted_tables.json,2
gpt4o,generated_paper_622,gpt4o/generated_paper_622,gpt4o/generated_paper_622/paper.tex,gpt4o/generated_paper_622/extracted_tables.json,1
gpt4o,generated_paper_623,gpt4o/generated_paper_623,gpt4o/generated_paper_623/paper.tex,gpt4o/generated_paper_623/extracted_tables.json,1
gpt4o,generated_paper_624,gpt4o/generated_paper_624,gpt4o/generated_paper_624/paper.tex,gpt4o/generated_paper_624/extracted_tables.json,3
gpt4o,generated_paper_625,gpt4o/generated_paper_625,gpt4o/generated_paper_625/paper.tex,gpt4o/generated_paper_625/extracted_tables.json,1
gpt4o,generated_paper_626,gpt4o/generated_paper_626,gpt4o/generated_paper_626/paper.tex,gpt4o/generated_paper_626/extracted_tables.json,1
gpt4o,generated_paper_627,gpt4o/generated_paper_627,gpt4o/generated_paper_627/paper.tex,gpt4o/generated_paper_627/extracted_tables.json,2
gpt4o,generated_paper_628,gpt4o/generated_paper_628,gpt4o/generated_paper_628/paper.tex,gpt4o/generated_paper_628/extracted_tables.json,2
gpt4o,generated_paper_629,gpt4o/generated_paper_629,gpt4o/generated_paper_629/paper.tex,gpt4o/generated_paper_629/extracted_tables.json,1
gpt4o,generated_paper_62,gpt4o/generated_paper_62,gpt4o/generated_paper_62/paper.tex,gpt4o/generated_paper_62/extracted_tables.json,1
gpt4o,generated_paper_630,gpt4o/generated_paper_630,gpt4o/generated_paper_630/paper.tex,gpt4o/generated_paper_630/extracted_tables.json,2
gpt4o,generated_paper_631,gpt4o/generated_paper_631,gpt4o/generated_paper_631/paper.tex,gpt4o/generated_paper_631/extracted_tables.json,2
gpt4o,generated_paper_632,gpt4o/generated_paper_632,gpt4o/generated_paper_632/paper.tex,gpt4o/generated_paper_632/extracted_tables.json,1
gpt4o,generated_paper_633,gpt4o/generated_paper_633,gpt4o/generated_paper_633/paper.tex,gpt4o/generated_paper_633/extracted_tables.json,4
gpt4o,generated_paper_634,gpt4o/generated_paper_634,gpt4o/generated_paper_634/paper.tex,gpt4o/generated_paper_634/extracted_tables.json,2
gpt4o,generated_paper_635,gpt4o/generated_paper_635,gpt4o/generated_paper_635/paper.tex,gpt4o/generated_paper_635/extracted_tables.json,2
gpt4o,generated_paper_636,gpt4o/generated_paper_636,gpt4o/generated_paper_636/paper.tex,gpt4o/generated_paper_636/extracted_tables.json,1
gpt4o,generated_paper_637,gpt4o/generated_paper_637,gpt4o/generated_paper_637/paper.tex,gpt4o/generated_paper_637/extracted_tables.json,1
gpt4o,generated_paper_638,gpt4o/generated_paper_638,gpt4o/generated_paper_638/paper.tex,gpt4o/generated_paper_638/extracted_tables.json,3
gpt4o,generated_paper_639,gpt4o/generated_paper_639,gpt4o/generated_paper_639/paper.tex,gpt4o/generated_paper_639/extracted_tables.json,2
gpt4o,generated_paper_63,gpt4o/generated_paper_63,gpt4o/generated_paper_63/paper.tex,gpt4o/generated_paper_63/extracted_tables.json,3
gpt4o,generated_paper_640,gpt4o/generated_paper_640,gpt4o/generated_paper_640/paper.tex,gpt4o/generated_paper_640/extracted_tables.json,2
gpt4o,generated_paper_641,gpt4o/generated_paper_641,gpt4o/generated_paper_641/paper.tex,gpt4o/generated_paper_641/extracted_tables.json,2
gpt4o,generated_paper_642,gpt4o/generated_paper_642,gpt4o/generated_paper_642/paper.tex,gpt4o/generated_paper_642/extracted_tables.json,2
gpt4o,generated_paper_643,gpt4o/generated_paper_643,gpt4o/generated_paper_643/paper.tex,gpt4o/generated_paper_643/extracted_tables.json,3
gpt4o,generated_paper_644,gpt4o/generated_paper_644,gpt4o/generated_paper_644/paper.tex,gpt4o/generated_paper_644/extracted_tables.json,2
gpt4o,generated_paper_645,gpt4o/generated_paper_645,gpt4o/generated_paper_645/paper.tex,gpt4o/generated_paper_645/extracted_tables.json,1
gpt4o,generated_paper_646,gpt4o/generated_paper_646,gpt4o/generated_paper_646/paper.tex,gpt4o/generated_paper_646/extracted_tables.json,2
gpt4o,generated_paper_647,gpt4o/generated_paper_647,gpt4o/generated_paper_647/paper.tex,gpt4o/generated_paper_647/extracted_tables.json,1
gpt4o,generated_paper_648,gpt4o/generated_paper_648,gpt4o/generated_paper_648/paper.tex,gpt4o/generated_paper_648/extracted_tables.json,2
gpt4o,generated_paper_649,gpt4o/generated_paper_649,gpt4o/generated_paper_649/paper.tex,gpt4o/generated_paper_649/extracted_tables.json,2
gpt4o,generated_paper_64,gpt4o/generated_paper_64,gpt4o/generated_paper_64/paper.tex,gpt4o/generated_paper_64/extracted_tables.json,3
gpt4o,generated_paper_650,gpt4o/generated_paper_650,gpt4o/generated_paper_650/paper.tex,gpt4o/generated_paper_650/extracted_tables.json,2
gpt4o,generated_paper_651,gpt4o/generated_paper_651,gpt4o/generated_paper_651/paper.tex,gpt4o/generated_paper_651/extracted_tables.json,1
gpt4o,generated_paper_652,gpt4o/generated_paper_652,gpt4o/generated_paper_652/paper.tex,gpt4o/generated_paper_652/extracted_tables.json,2
gpt4o,generated_paper_653,gpt4o/generated_paper_653,gpt4o/generated_paper_653/paper.tex,gpt4o/generated_paper_653/extracted_tables.json,2
gpt4o,generated_paper_654,gpt4o/generated_paper_654,gpt4o/generated_paper_654/paper.tex,gpt4o/generated_paper_654/extracted_tables.json,2
gpt4o,generated_paper_655,gpt4o/generated_paper_655,gpt4o/generated_paper_655/paper.tex,gpt4o/generated_paper_655/extracted_tables.json,3
gpt4o,generated_paper_656,gpt4o/generated_paper_656,gpt4o/generated_paper_656/paper.tex,gpt4o/generated_paper_656/extracted_tables.json,2
gpt4o,generated_paper_657,gpt4o/generated_paper_657,gpt4o/generated_paper_657/paper.tex,gpt4o/generated_paper_657/extracted_tables.json,1
gpt4o,generated_paper_658,gpt4o/generated_paper_658,gpt4o/generated_paper_658/paper.tex,gpt4o/generated_paper_658/extracted_tables.json,1
gpt4o,generated_paper_659,gpt4o/generated_paper_659,gpt4o/generated_paper_659/paper.tex,gpt4o/generated_paper_659/extracted_tables.json,2
gpt4o,generated_paper_65,gpt4o/generated_paper_65,gpt4o/generated_paper_65/paper.tex,gpt4o/generated_paper_65/extracted_tables.json,2
gpt4o,generated_paper_660,gpt4o/generated_paper_660,gpt4o/generated_paper_660/paper.tex,gpt4o/generated_paper_660/extracted_tables.json,2
gpt4o,generated_paper_661,gpt4o/generated_paper_661,gpt4o/generated_paper_661/paper.tex,gpt4o/generated_paper_661/extracted_tables.json,2
gpt4o,generated_paper_662,gpt4o/generated_paper_662,gpt4o/generated_paper_662/paper.tex,gpt4o/generated_paper_662/extracted_tables.json,3
gpt4o,generated_paper_663,gpt4o/generated_paper_663,gpt4o/generated_paper_663/paper.tex,gpt4o/generated_paper_663/extracted_tables.json,1
gpt4o,generated_paper_664,gpt4o/generated_paper_664,gpt4o/generated_paper_664/paper.tex,gpt4o/generated_paper_664/extracted_tables.json,2
gpt4o,generated_paper_665,gpt4o/generated_paper_665,gpt4o/generated_paper_665/paper.tex,gpt4o/generated_paper_665/extracted_tables.json,2
gpt4o,generated_paper_666,gpt4o/generated_paper_666,gpt4o/generated_paper_666/paper.tex,gpt4o/generated_paper_666/extracted_tables.json,2
gpt4o,generated_paper_667,gpt4o/generated_paper_667,gpt4o/generated_paper_667/paper.tex,gpt4o/generated_paper_667/extracted_tables.json,2
gpt4o,generated_paper_668,gpt4o/generated_paper_668,gpt4o/generated_paper_668/paper.tex,gpt4o/generated_paper_668/extracted_tables.json,3
gpt4o,generated_paper_669,gpt4o/generated_paper_669,gpt4o/generated_paper_669/paper.tex,gpt4o/generated_paper_669/extracted_tables.json,3
gpt4o,generated_paper_66,gpt4o/generated_paper_66,gpt4o/generated_paper_66/paper.tex,gpt4o/generated_paper_66/extracted_tables.json,1
gpt4o,generated_paper_670,gpt4o/generated_paper_670,gpt4o/generated_paper_670/paper.tex,gpt4o/generated_paper_670/extracted_tables.json,3
gpt4o,generated_paper_671,gpt4o/generated_paper_671,gpt4o/generated_paper_671/paper.tex,gpt4o/generated_paper_671/extracted_tables.json,2
gpt4o,generated_paper_672,gpt4o/generated_paper_672,gpt4o/generated_paper_672/paper.tex,gpt4o/generated_paper_672/extracted_tables.json,2
gpt4o,generated_paper_673,gpt4o/generated_paper_673,gpt4o/generated_paper_673/paper.tex,gpt4o/generated_paper_673/extracted_tables.json,2
gpt4o,generated_paper_674,gpt4o/generated_paper_674,gpt4o/generated_paper_674/paper.tex,gpt4o/generated_paper_674/extracted_tables.json,1
gpt4o,generated_paper_675,gpt4o/generated_paper_675,gpt4o/generated_paper_675/paper.tex,gpt4o/generated_paper_675/extracted_tables.json,2
gpt4o,generated_paper_676,gpt4o/generated_paper_676,gpt4o/generated_paper_676/paper.tex,gpt4o/generated_paper_676/extracted_tables.json,3
gpt4o,generated_paper_677,gpt4o/generated_paper_677,gpt4o/generated_paper_677/paper.tex,gpt4o/generated_paper_677/extracted_tables.json,2
gpt4o,generated_paper_678,gpt4o/generated_paper_678,gpt4o/generated_paper_678/paper.tex,gpt4o/generated_paper_678/extracted_tables.json,1
gpt4o,generated_paper_679,gpt4o/generated_paper_679,gpt4o/generated_paper_679/paper.tex,gpt4o/generated_paper_679/extracted_tables.json,2
gpt4o,generated_paper_67,gpt4o/generated_paper_67,gpt4o/generated_paper_67/paper.tex,gpt4o/generated_paper_67/extracted_tables.json,3
gpt4o,generated_paper_680,gpt4o/generated_paper_680,gpt4o/generated_paper_680/paper.tex,gpt4o/generated_paper_680/extracted_tables.json,2
gpt4o,generated_paper_681,gpt4o/generated_paper_681,gpt4o/generated_paper_681/paper.tex,gpt4o/generated_paper_681/extracted_tables.json,3
gpt4o,generated_paper_682,gpt4o/generated_paper_682,gpt4o/generated_paper_682/paper.tex,gpt4o/generated_paper_682/extracted_tables.json,2
gpt4o,generated_paper_683,gpt4o/generated_paper_683,gpt4o/generated_paper_683/paper.tex,gpt4o/generated_paper_683/extracted_tables.json,2
gpt4o,generated_paper_684,gpt4o/generated_paper_684,gpt4o/generated_paper_684/paper.tex,gpt4o/generated_paper_684/extracted_tables.json,2
gpt4o,generated_paper_685,gpt4o/generated_paper_685,gpt4o/generated_paper_685/paper.tex,gpt4o/generated_paper_685/extracted_tables.json,1
gpt4o,generated_paper_686,gpt4o/generated_paper_686,gpt4o/generated_paper_686/paper.tex,gpt4o/generated_paper_686/extracted_tables.json,3
gpt4o,generated_paper_687,gpt4o/generated_paper_687,gpt4o/generated_paper_687/paper.tex,gpt4o/generated_paper_687/extracted_tables.json,2
gpt4o,generated_paper_688,gpt4o/generated_paper_688,gpt4o/generated_paper_688/paper.tex,gpt4o/generated_paper_688/extracted_tables.json,3
gpt4o,generated_paper_689,gpt4o/generated_paper_689,gpt4o/generated_paper_689/paper.tex,gpt4o/generated_paper_689/extracted_tables.json,4
gpt4o,generated_paper_68,gpt4o/generated_paper_68,gpt4o/generated_paper_68/paper.tex,gpt4o/generated_paper_68/extracted_tables.json,2
gpt4o,generated_paper_690,gpt4o/generated_paper_690,gpt4o/generated_paper_690/paper.tex,gpt4o/generated_paper_690/extracted_tables.json,3
gpt4o,generated_paper_691,gpt4o/generated_paper_691,gpt4o/generated_paper_691/paper.tex,gpt4o/generated_paper_691/extracted_tables.json,2
gpt4o,generated_paper_692,gpt4o/generated_paper_692,gpt4o/generated_paper_692/paper.tex,gpt4o/generated_paper_692/extracted_tables.json,3
gpt4o,generated_paper_693,gpt4o/generated_paper_693,gpt4o/generated_paper_693/paper.tex,gpt4o/generated_paper_693/extracted_tables.json,1
gpt4o,generated_paper_694,gpt4o/generated_paper_694,gpt4o/generated_paper_694/paper.tex,gpt4o/generated_paper_694/extracted_tables.json,2
gpt4o,generated_paper_695,gpt4o/generated_paper_695,gpt4o/generated_paper_695/paper.tex,gpt4o/generated_paper_695/extracted_tables.json,3
gpt4o,generated_paper_696,gpt4o/generated_paper_696,gpt4o/generated_paper_696/paper.tex,gpt4o/generated_paper_696/extracted_tables.json,1
gpt4o,generated_paper_697,gpt4o/generated_paper_697,gpt4o/generated_paper_697/paper.tex,gpt4o/generated_paper_697/extracted_tables.json,3
gpt4o,generated_paper_698,gpt4o/generated_paper_698,gpt4o/generated_paper_698/paper.tex,gpt4o/generated_paper_698/extracted_tables.json,3
gpt4o,generated_paper_699,gpt4o/generated_paper_699,gpt4o/generated_paper_699/paper.tex,gpt4o/generated_paper_699/extracted_tables.json,3
gpt4o,generated_paper_69,gpt4o/generated_paper_69,gpt4o/generated_paper_69/paper.tex,gpt4o/generated_paper_69/extracted_tables.json,3
gpt4o,generated_paper_6,gpt4o/generated_paper_6,gpt4o/generated_paper_6/paper.tex,gpt4o/generated_paper_6/extracted_tables.json,1
gpt4o,generated_paper_700,gpt4o/generated_paper_700,gpt4o/generated_paper_700/paper.tex,gpt4o/generated_paper_700/extracted_tables.json,3
gpt4o,generated_paper_701,gpt4o/generated_paper_701,gpt4o/generated_paper_701/paper.tex,gpt4o/generated_paper_701/extracted_tables.json,2
gpt4o,generated_paper_702,gpt4o/generated_paper_702,gpt4o/generated_paper_702/paper.tex,gpt4o/generated_paper_702/extracted_tables.json,2
gpt4o,generated_paper_703,gpt4o/generated_paper_703,gpt4o/generated_paper_703/paper.tex,gpt4o/generated_paper_703/extracted_tables.json,2
gpt4o,generated_paper_704,gpt4o/generated_paper_704,gpt4o/generated_paper_704/paper.tex,gpt4o/generated_paper_704/extracted_tables.json,3
gpt4o,generated_paper_705,gpt4o/generated_paper_705,gpt4o/generated_paper_705/paper.tex,gpt4o/generated_paper_705/extracted_tables.json,1
gpt4o,generated_paper_706,gpt4o/generated_paper_706,gpt4o/generated_paper_706/paper.tex,gpt4o/generated_paper_706/extracted_tables.json,1
gpt4o,generated_paper_707,gpt4o/generated_paper_707,gpt4o/generated_paper_707/paper.tex,gpt4o/generated_paper_707/extracted_tables.json,3
gpt4o,generated_paper_708,gpt4o/generated_paper_708,gpt4o/generated_paper_708/paper.tex,gpt4o/generated_paper_708/extracted_tables.json,2
gpt4o,generated_paper_709,gpt4o/generated_paper_709,gpt4o/generated_paper_709/paper.tex,gpt4o/generated_paper_709/extracted_tables.json,1
gpt4o,generated_paper_70,gpt4o/generated_paper_70,gpt4o/generated_paper_70/paper.tex,gpt4o/generated_paper_70/extracted_tables.json,2
gpt4o,generated_paper_710,gpt4o/generated_paper_710,gpt4o/generated_paper_710/paper.tex,gpt4o/generated_paper_710/extracted_tables.json,2
gpt4o,generated_paper_711,gpt4o/generated_paper_711,gpt4o/generated_paper_711/paper.tex,gpt4o/generated_paper_711/extracted_tables.json,3
gpt4o,generated_paper_712,gpt4o/generated_paper_712,gpt4o/generated_paper_712/paper.tex,gpt4o/generated_paper_712/extracted_tables.json,1
gpt4o,generated_paper_713,gpt4o/generated_paper_713,gpt4o/generated_paper_713/paper.tex,gpt4o/generated_paper_713/extracted_tables.json,2
gpt4o,generated_paper_714,gpt4o/generated_paper_714,gpt4o/generated_paper_714/paper.tex,gpt4o/generated_paper_714/extracted_tables.json,1
gpt4o,generated_paper_715,gpt4o/generated_paper_715,gpt4o/generated_paper_715/paper.tex,gpt4o/generated_paper_715/extracted_tables.json,1
gpt4o,generated_paper_716,gpt4o/generated_paper_716,gpt4o/generated_paper_716/paper.tex,gpt4o/generated_paper_716/extracted_tables.json,2
